feature_name,f_score,p_value,rank_metric
syn_num_ratio,725.4342825924815,2.821575421279186e-131,725.4342825924815
syn_mean_dependency_length,545.6934460570476,1.4073438203233914e-103,545.6934460570476
syn_std_dependency_length,463.72640832949213,3.8590387780112384e-90,463.72640832949213
syn_max_dependency_length,398.7688028553771,4.3213879742889836e-79,398.7688028553771
syn_propn_ratio,370.51755685209105,3.616829579389712e-74,370.51755685209105
syn_clause_density,340.817863270194,6.509566985129433e-69,340.817863270194
syn_subordination_ratio,336.2531311347026,4.253195460007355e-68,336.2531311347026
len_mean_utterance_length,304.34938534000077,2.415074161793936e-62,304.34938534000077
syn_mean_utterance_length_words,304.34938534000077,2.415074161793936e-62,304.34938534000077
syn_interjection_ratio,303.9634061103729,2.8389952974278056e-62,303.9634061103729
len_tokens_per_utterance,298.03687163922774,3.415570172399062e-61,298.03687163922774
sx_modifier_density,220.70931456993736,9.221400834278797e-47,220.70931456993736
syn_utterance_count,209.72436151956433,1.1685180721013869e-44,209.72436151956433
len_utterance_count,209.72436151956433,1.1685180721013869e-44,209.72436151956433
sx_vp_like_ratio,196.9880517295616,3.333928096427846e-42,196.9880517295616
syn_cconj_ratio,195.33503038129214,6.96628120454848e-42,195.33503038129214
syn_part_ratio,185.07065952730596,6.877983815153073e-40,185.07065952730596
syn_mean_tree_depth,174.83952858623007,6.884565912716571e-38,174.83952858623007
syn_max_tree_depth,170.46103009782405,4.986680937757267e-37,170.46103009782405
sx_coordination_density,168.14599976375868,1.4237114688830695e-36,168.14599976375868
sx_verbal_density,166.9654955757079,2.4322204268015146e-36,166.9654955757079
sx_clause_per_100_tokens,166.96549557570788,2.4322204268015146e-36,166.96549557570788
sx_np_like_ratio,158.58756850831003,1.100328264645807e-34,158.58756850831003
sx_pp_like_ratio,152.2116502536796,2.0289266973738314e-33,152.2116502536796
sx_nominal_density,148.32747623243992,1.2046241387155505e-32,148.32747623243992
lex_content_word_ratio,138.3865955714944,1.1734315748246273e-30,138.3865955714944
syn_aux_ratio,137.48337584653686,1.7814386990505732e-30,137.48337584653686
sx_std_log_lemma_freq,134.28455507253176,7.829934008092845e-30,134.28455507253176
disc_mean_pairwise_utt_similarity,129.4987491840099,7.215119898963375e-29,129.4987491840099
syn_adv_ratio,128.06799180615747,1.4033680612569158e-28,128.06799180615747
syn_determiner_noun_ratio,126.11415354598616,3.4847392075993005e-28,126.11415354598616
syn_noun_ratio,126.00234211708491,3.6710482064711157e-28,126.00234211708491
len_std_utterance_length,125.4620856838774,4.721817567499861e-28,125.4620856838774
syn_obl_ratio,122.29968569680801,2.064406603016746e-27,122.29968569680801
syn_pronoun_ratio,119.99167054053909,6.070690794651629e-27,119.99167054053909
lex_function_word_ratio,108.91456066181338,1.1006238048637472e-24,108.91456066181338
syn_aux_verb_ratio,101.49523732630547,3.6634723701052437e-23,101.49523732630547
